# theta calculated for lambda=      1.5418380 A
# Miller indeces multiplicity  2 x theta        d (A)     intensity
   -4    1  -11       24         89.7510        1.09262073      0.1929
   -8    1   -9       24         89.7952        1.09219775      0.1895
  -11    1   -2       24         89.9610        1.09061493      0.1967
  -11    2   -4       24         90.1443        1.08887364      0.1798
  -12    6   -2       12         90.2051        1.08829762      0.1136
  -11    3   -5       24         90.2818        1.08757313      0.1616
  -12    4   -2       24         90.4642        1.08585398      0.2063
   -9    0   -7       12         90.6483        1.08412775      0.0851
  -12    5   -2       24         90.7083        1.08356682      0.2136
   -6    1  -11       24         90.7416        1.08325635      0.2062
  -11    5   -5       48         91.1208        1.07973558      0.3268
   -4    0  -11       12         91.2607        1.07844506      0.0911
  -12    3    0       12         91.5774        1.07554078      0.0984
  -11    1   -2       24         91.7150        1.07428740      0.1822
  -10    0   -5       12         91.7916        1.07359052      0.0855
   -9    3   -9       24         91.8083        1.07343950      0.1507
   -9    0   -8       24         91.8841        1.07275162      0.1617
  -12    3   -1       24         91.9283        1.07235129      0.1935
   -8    4  -10       12         91.9308        1.07232923      0.0912
    0    0  -13        2         91.9783        1.07190000      0.0212
  -11    4   -5       24         92.1276        1.07055341      0.1477
  -10    2   -7       24         92.1584        1.07027593      0.1388
  -12    4   -2       24         92.2184        1.06973621      0.1883
   -8    3  -10       36         92.4343        1.06780278      0.2731
   -1    0  -13       12         92.4818        1.06737896      0.1186
  -12    6   -4       12         92.6612        1.06578254      0.1001
   -5    2  -11       24         92.7712        1.06480719      0.1930
   -9    2   -9       24         92.8155        1.06441569      0.1440
  -10    5   -8       12         92.8914        1.06374501      0.0675
  -12    3   -2       24         92.9815        1.06295045      0.1846
  -12    5   -4       24         93.1651        1.06133814      0.1885
   -6    0  -11       12         93.2593        1.06051339      0.0942
  -11    2   -5       24         93.3027        1.06013371      0.1556
   -8    0   -9       12         93.3194        1.05998830      0.0880
  -10    4   -8       24         93.3953        1.05932594      0.1287
   -2    1  -13       12         93.4896        1.05850587      0.1051
  -11    0    0        6         93.5924        1.05761384      0.0417
   -7    3  -11       24         93.7634        1.05613432      0.1950
   -5    1  -11       24         93.7793        1.05599757      0.1781
  -11    0   -1       12         93.9438        1.05458076      0.0828
   -8    2  -10       24         93.9463        1.05455977      0.1690
   -2    0  -13       12         93.9938        1.05415152      0.0997
  -11    3   -5       24         94.1434        1.05287064      0.1357
  -11    1   -4       24         94.1735        1.05261363      0.1661
  -12    4   -4       24         94.6782        1.04833130      0.1680
  -12    3   -2       24         94.7392        1.04781723      0.1717
   -7    2  -11       24         94.7726        1.04753648      0.1827
   -9    1   -9       24         94.8328        1.04703042      0.1435
  -10    3   -8       24         94.9089        1.04639204      0.1211
  -11    0   -2       12         94.9993        1.04563571      0.0811
  -12    2    0       12         95.1063        1.04474179      0.0861
  -12    2   -1       24         95.4586        1.04181781      0.1707
   -3    1  -13       24         95.5087        1.04140396      0.1783
  -10    0   -5       12         95.6586        1.04016894      0.0756
  -11    5   -7       48         95.6895        1.03991441      0.2803
   -5    0  -11       12         95.7992        1.03901501      0.0824
  -12    6   -5       12         95.8269        1.03878806      0.0868
   -9    0   -8       12         95.9198        1.03802808      0.0761
  -12    5   -5       24         96.3329        1.03467161      0.1642
   -8    1  -10       24         96.4729        1.03354244      0.1674
  -12    2   -2       24         96.5165        1.03319099      0.1665
   -3    0  -13       12         96.5206        1.03315810      0.0829
  -13    6    0       12         96.6239        1.03232858      0.0878
  -11    4   -7       24         96.7018        1.03170361      0.1251
  -11    0   -2       12         96.7623        1.03122014      0.0785
   -7    1  -11       24         96.7958        1.03095252      0.1723
   -6    3  -11       12         96.8117        1.03082532      0.0907
  -13    6   -1       24         96.9771        1.02950730      0.1743
  -11    2   -5       24         97.1777        1.02791611      0.1369
  -12    3   -4       24         97.2080        1.02767694      0.1574
   -6    2  -11       24         97.3187        1.02680243      0.1732
  -11    1   -5       24         97.3465        1.02658340      0.1512
  -10    2   -8       24         97.4397        1.02584987      0.1247
  -13    5    0       12         97.6381        1.02429477      0.0827
  -12    4   -5       24         97.8542        1.02260978      0.1486
   -9    0   -9       24         97.8710        1.02247927      0.1484
  -13    5   -1       24         97.9921        1.02153868      0.1641
  -13    6   -2       24         98.0384        1.02118027      0.1708
   -4    2  -13       12         98.0425        1.02114852      0.0811
  -12    2   -2       24         98.2850        1.01927724      0.1603
   -9    3  -10       24         98.5030        1.01760428      0.1382
   -4    1  -13       24         98.5510        1.01723744      0.1552
  -11    3   -7       24         98.7331        1.01584907      0.1185
   -6    1  -11       24         98.8435        1.01501062      0.1586
  -10    5   -9       12         98.8882        1.01467150      0.0622
  -13    5   -2       24         99.0561        1.01340200      0.1608
  -11    0   -4       12         99.2417        1.01200452      0.0753
   -8    4  -11       12         99.3371        1.01128944      0.0786
  -10    4   -9       24         99.3979        1.01083410      0.1196
   -9    2  -10       24         99.5220        1.00990682      0.1342
  -13    3    0       24         99.6742        1.00877426      0.1500
  -12    6   -5       12         99.7215        1.00842300      0.0759
  -13    6   -2       24         99.8136        1.00773989      0.1653
   -8    3  -11       36         99.8474        1.00749014      0.2371
  -13    3   -1       48        100.0301        1.00614124      0.2996
   -8    0  -10       12        100.0326        1.00612302      0.0812
   -4    0  -13       12        100.0808        1.00576845      0.0716
  -12    5   -5       24        100.2324        1.00465579      0.1442
  -10    0   -7       12        100.2637        1.00442645      0.0692
  -12    3   -5       24        100.4026        1.00341141      0.1441
  -12    2   -4       24        100.7747        1.00070967      0.1534
  -13    5   -2       24        100.8366        1.00026249      0.1559
  -10    3   -9       24        100.9316        0.99957795      0.1147
  -11    5   -8       48        101.0088        0.99902245      0.2555
  -13    3   -2       48        101.1005        0.99836419      0.2982
  -11    1   -5       24        101.2567        0.99724632      0.1402
   -8    2  -11       24        101.3833        0.99634411      0.1510
   -6    0  -11       12        101.3994        0.99622929      0.0755
    0    0  -14        2        101.5252        0.99533571      0.0217
   -9    1  -10       24        101.5695        0.99502180      0.1367
   -5    2  -13       24        101.6179        0.99467884      0.1511
  -12    4   -5       24        101.7703        0.99360254      0.1331
  -11    2   -7       24        101.8017        0.99338069      0.1250
   -7    3  -11       24        101.9132        0.99259661      0.1590
   -9    0   -9       12        101.9584        0.99227945      0.0722
  -11    4   -8       24        102.0359        0.99173603      0.1136
   -1    0  -14       12        102.0392        0.99171276      0.1204
  -13    6   -4       24        102.3154        0.98978474      0.1587
  -11    0   -5       12        102.4562        0.98880764      0.0725
   -5    1  -13       24        102.6473        0.98748637      0.1390
  -13    2    0       12        102.7524        0.98676199      0.0771
  -13    3   -2       48        102.8934        0.98579381      0.2962
   -7    2  -11       24        102.9437        0.98544888      0.1515
   -2    1  -14       12        103.0702        0.98458397      0.1046
